rs_id,qi_id,rs_name,qi_name,rs_filename,qi_filename,same_filename
137512,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6802.JPG,u9702001.jpg,
137511,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6801.JPG,u9702001.jpg,
137510,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6800.JPG,u9702001.jpg,
137509,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6799.JPG,u9702001.jpg,
137508,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6798.JPG,u9702001.jpg,
137507,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6797.JPG,u9702001.jpg,
137506,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6796.JPG,u9702001.jpg,
137505,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6795.JPG,u9702001.jpg,
137504,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6794.JPG,u9702001.jpg,
137503,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6793.JPG,u9702001.jpg,
137502,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6792.JPG,u9702001.jpg,
137501,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6791.JPG,u9702001.jpg,
137500,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6790.JPG,u9702001.jpg,
137499,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6789.JPG,u9702001.jpg,
137498,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6788.JPG,u9702001.jpg,
137497,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6787.JPG,u9702001.jpg,
137496,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6786.JPG,u9702001.jpg,
137495,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6785.JPG,u9702001.jpg,
137494,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6784.JPG,u9702001.jpg,
137493,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6783.JPG,u9702001.jpg,
137492,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6782.JPG,u9702001.jpg,
137491,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6781.JPG,u9702001.jpg,
137490,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6780.JPG,u9702001.jpg,
137489,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6779.JPG,u9702001.jpg,
137488,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6778.JPG,u9702001.jpg,
137487,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6777.JPG,u9702001.jpg,
137486,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6776.JPG,u9702001.jpg,
137485,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6775.JPG,u9702001.jpg,
137484,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6774.JPG,u9702001.jpg,
137483,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6773.JPG,u9702001.jpg,
137482,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6772.JPG,u9702001.jpg,
137531,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6771.JPG,u9702001.jpg,
137530,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6770.JPG,u9702001.jpg,
137529,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6769.JPG,u9702001.jpg,
137528,26971,"Foto van de expo '10 jaar Sterckshofopdrachten - Hedendaags Belgisch zilver'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",DSCN6768.JPG,u9702001.jpg,
144029,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier","1001_ 032.tif",u9702001.jpg,
144028,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier","1001_ 030.tif",u9702001.jpg,
144173,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B5120111.tif,u9702001.jpg,
144030,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier","1001_ 029.tif",u9702001.jpg,
144031,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier","1001_ 021.tif",u9702001.jpg,
137537,26971,"Foto in kader van de expo 'Zilver voor 1001 nacht'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier","1001_ 011.tif",u9702001.jpg,
137536,26971,"Foto in kader van de expo 'Zilver voor 1001 nacht'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier","1001_ 010.tif",u9702001.jpg,
137535,26971,"Foto in kader van de expo 'Zilver voor 1001 nacht'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier","1001_ 009.tif",u9702001.jpg,
137534,26971,"Foto in kader van de expo 'Zilver voor 1001 nacht'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier","1001_ 008.tif",u9702001.jpg,
137533,26971,"Foto in kader van de expo 'Zilver voor 1001 nacht'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier","1001_ 007.tif",u9702001.jpg,
137540,26971,"Foto in kader van de expo 'Zilver voor 1001 nacht'","- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier","1001_ 004.tif",u9702001.jpg,
144415,10351,"Portretfoto van Antoine Niset","P2005/1 - Portretfoto van Antoine Niset",P0500101.tif,p0500101.jpg,X
144158,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B5043203.tif,u9702001.jpg,
144157,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B5043202.tif,u9702001.jpg,
144160,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B5045701.tif,u9702001.jpg,
135891,9860,"Paar lepels en vorken","S2003/6 - Paar lepels en vorken",S0300601.tif,s0300601-1.jpg,
136105,10874,"Matrijs voor helmvormige stempeling","S2005/2 - Matrice, Matrijs voor helmvormige stempeling",S0500201.tif,s0500201.jpg,X
135993,9860,"Merk van Paar lepels en vorken","S2003/6 - Paar lepels en vorken",U0300603.tif,s0300601-1.jpg,
135877,9863,,"S2003/6C - Vork","Cat 103_U03006c c.tif",,
135992,9860,"Merk van Paar lepels en vorken","S2003/6 - Paar lepels en vorken",U0300602.tif,s0300601-1.jpg,
135876,9863,,"S2003/6C - Vork","Cat 103_U03006c b.tif",,
135991,9860,"Merk van Paar lepels en vorken","S2003/6 - Paar lepels en vorken",U0300601.tif,s0300601-1.jpg,
135875,9863,,"S2003/6C - Vork","Cat 103_U03006c a.tif",,
144091,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B502004_M08.tif,u9702001.jpg,
144090,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B502004_M07.tif,u9702001.jpg,
144089,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B502004_M06.tif,u9702001.jpg,
144087,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B502004_M05.tif,u9702001.jpg,
144082,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B502004_06.tif,u9702001.jpg,
144081,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B502004_05.tif,u9702001.jpg,
144086,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B502004_M04.tif,u9702001.jpg,
144085,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B502004_M03.tif,u9702001.jpg,
144084,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B502004_M02.tif,u9702001.jpg,
144083,26971,,"- Ridder te paard, Knight on horseback, Ritter zu Pferd, Cavalier",B502004_M01.tif,u9702001.jpg,
136653,10969,"Merken van Tafelmiddenstuk Fraisia","S2005/121 - Tafelmiddenstuk Fraisia",U0512104.tif,u0512104.jpg,X
136652,10969,"Merken van Tafelmiddenstuk Fraisia","S2005/121 - Tafelmiddenstuk Fraisia",U0512103.tif,u0512104.jpg,
136651,10969,"Merken van Tafelmiddenstuk Fraisia","S2005/121 - Tafelmiddenstuk Fraisia",U0512102.tif,u0512104.jpg,
136650,10969,"Merk van Tafelmiddenstuk Fraisia","S2005/121 - Tafelmiddenstuk Fraisia",U0512101.tif,u0512104.jpg,
136101,10971,,"S2005/122 - Vaas, Vase","Cat 281_U0512202.tif",s0512201.jpg,
136100,10971,,"S2005/122 - Vaas, Vase","Cat 281_U0512201.tif",s0512201.jpg,
136656,10971,"Merk van Vaas","S2005/122 - Vaas, Vase",U0512203.tif,s0512201.jpg,
136102,10971,,"S2005/122 - Vaas, Vase","Cat 281_U0512203.tif",s0512201.jpg,
134645,14703,Merk,"S87/118 - Truweel eerstesteenlegging Société Diamantaire Anversoise",U8711803.tif,s8711801.jpg,
134646,14703,Merk,"S87/118 - Truweel eerstesteenlegging Société Diamantaire Anversoise",U8711804.tif,s8711801.jpg,
134629,14703,"Truweel eerstesteenlegging Société Diamantaire Anversoise","S87/118 - Truweel eerstesteenlegging Société Diamantaire Anversoise","Cat 111_S87-118 d.tif",s8711801.jpg,
134647,14703,Merk,"S87/118 - Truweel eerstesteenlegging Société Diamantaire Anversoise",U8711805.tif,s8711801.jpg,
134630,14703,"Truweel eerstesteenlegging Société Diamantaire Anversoise","S87/118 - Truweel eerstesteenlegging Société Diamantaire Anversoise","Cat 111_S87-118 e.tif",s8711801.jpg,
134644,14703,Merk,"S87/118 - Truweel eerstesteenlegging Société Diamantaire Anversoise",U8711802.tif,s8711801.jpg,
134643,14703,Merk,"S87/118 - Truweel eerstesteenlegging Société Diamantaire Anversoise",U8711801.tif,s8711801.jpg,
134626,14703,"Truweel eerstesteenlegging Société Diamantaire Anversoise","S87/118 - Truweel eerstesteenlegging Société Diamantaire Anversoise","Cat 111_S87-118 a.tif",s8711801.jpg,
136047,9872,"Merk van Handtasje","S2004/4 - Handbag, Handtas",U0400401.tif,s0400402.jpg,
136058,10044,"Merk van Luciferhouder","S2004/12 - Luciferhouder, Match holder",U0401201.tif,s0401201.jpg,
136051,9940,"Merken van Rammelaar","S2004/9 - Baby rattle, Rammelaar",U0400901.tif,s0400902.jpg,
136050,9900,"Merk van Paplepel","S2004/7 - Paplepel",U0400701.tif,s0400701.jpg,
136049,9899,"Merken van Servetring","S2004/6 - Servetring",U0400601.tif,s0400601.jpg,
136395,12836,"Merk van áLepel en vork van de Sint-Sebastiaansgilde van Brugge","S2005/6 - Lepel en vork van de Sint-Sebastiaansgilde van Brugge",U0500602.tif,s0500601.jpg,
136394,12836,"Merk van áLepel en vork van de Sint-Sebastiaansgilde van Brugge","S2005/6 - Lepel en vork van de Sint-Sebastiaansgilde van Brugge",U0500601.tif,s0500601.jpg,
136046,9853,"Merken van Kluwenhouder","S2004/1 - Kluwenhouder, String dispenser",U0400103.tif,s0400101.jpg,
136045,9853,"Merken van Kluwenhouder","S2004/1 - Kluwenhouder, String dispenser",U0400102.tif,s0400101.jpg,
136044,9853,"Merken van Kluwenhouder","S2004/1 - Kluwenhouder, String dispenser",U0400101.tif,s0400101.jpg,
136291,10978,"Merk van Schaaltje","S2005/4B - Dish, Schaaltje",U05004B3.tif,s0500402-1.jpg,
136290,10978,"Merk van Schaaltje","S2005/4B - Dish, Schaaltje",U05004B2.tif,s0500402-1.jpg,
136289,10978,"Merk van Schaaltje","S2005/4B - Dish, Schaaltje",U05004B1.tif,s0500402-1.jpg,
136288,10977,"Merk van Beker","S2005/4A - Christening cup, Doopbeker",U05004A3.tif,s0500402-1.jpg,
136287,10977,"Merk van Beker","S2005/4A - Christening cup, Doopbeker",U05004A2.tif,s0500402-1.jpg,
136286,10977,"Merk van Beker","S2005/4A - Christening cup, Doopbeker",U05004A1.tif,s0500402-1.jpg,
136647,11263,"Merk van Theebus","S2005/117 - Tea caddy, Theebus",U0511709.tif,u0511701.jpg,
136646,11263,"Merken van Theebus","S2005/117 - Tea caddy, Theebus",U0511708.tif,u0511701.jpg,
136645,11263,"Merken van Theebus","S2005/117 - Tea caddy, Theebus",U0511707.tif,u0511701.jpg,
136644,11263,"Merken van Theebus","S2005/117 - Tea caddy, Theebus",U0511706.tif,u0511701.jpg,
136642,11263,"Merken van Theebus","S2005/117 - Tea caddy, Theebus",U0511704.tif,u0511701.jpg,
136641,11263,"Merken van Theebus","S2005/117 - Tea caddy, Theebus",U0511703.tif,u0511701.jpg,
136639,11263,"Merk van Theebus","S2005/117 - Tea caddy, Theebus",U0511701.tif,u0511701.jpg,X
136643,11263,"Merken van Theebus","S2005/117 - Tea caddy, Theebus",U0511705.tif,u0511701.jpg,
136640,11263,"Merken van Theebus","S2005/117 - Tea caddy, Theebus",U0511702.tif,u0511701.jpg,
136241,10979,Boekslot,"S2005/1A - Boekslot, Book clasp",T05001A3.tif,s0500101.jpg,
136240,10979,Boekslot,"S2005/1A - Boekslot, Book clasp",T05001A2.tif,s0500101.jpg,
136239,10979,Boekslot,"S2005/1A - Boekslot, Book clasp",T05001A1.tif,s0500101.jpg,
136285,10979,"Merk van Boekslot","S2005/1A - Boekslot, Book clasp",U05001A3.tif,s0500101.jpg,
136284,10979,"Merk van Boekslot","S2005/1A - Boekslot, Book clasp",U05001A2.tif,s0500101.jpg,
136283,10979,"Merk van Boekslot","S2005/1A - Boekslot, Book clasp",U05001A1.tif,s0500101.jpg,
136634,11230,"Merken van Twee Servetringen","S2005/112 - Twee servetringen",U0511201.tif,s0511201.jpg,
136635,11230,"Merken van Twee Servetringen","S2005/112 - Twee servetringen",U0511202.tif,s0511201.jpg,
136636,11232,"Merk van Mantelhaak","S2005/114 - Mantelhaak, Mantle hook",U0511401.tif,s0511401.jpg,
136637,11232,"Merk van Mantelhaak","S2005/114 - Mantelhaak, Mantle hook",U0511402.tif,s0511401.jpg,
136638,11261,"Merk van Mantelhaak","S2005/115 - Clasp, Mantelhaak",U0511501.tif,s0511501.jpg,
136627,11224,"Merken van Kuitgesp","S2005/107 - Buckle, Kuitgesp",U0510702.tif,s0510701.jpg,
136626,11224,"Merken van Kuitgesp","S2005/107 - Buckle, Kuitgesp",U0510701.tif,s0510701.jpg,
136387,11224,"Merk van Kuitgesp","S2005/107 - Buckle, Kuitgesp",U05107C1.tif,s0510701.jpg,
136628,11225,"Merk van Gesp","S2005/108 - Buckle, Gesp",U0510801.tif,s0510801.jpg,
136629,11225,"Merk van Gesp","S2005/108 - Buckle, Gesp",U0510802.tif,s0510801.jpg,
136630,11226,"Merken van Naaiklem of rokklem","S2005/109 - Naaiklem of rokklem",U0510901.tif,s0510901.jpg,
136632,11228,"Merk van Manchetknoop","S2005/110 - Cufflink, Manchetknoop",U0511002.tif,s0511001.jpg,
136631,11228,"Merk van Manchetknoop","S2005/110 - Cufflink, Manchetknoop",U0511001.tif,s0511001.jpg,
136633,11228,"Merk van Manchetknoop","S2005/110 - Cufflink, Manchetknoop",U0511003.tif,s0511001.jpg,
136622,11218,"Merken van Mosterdlepel","S2005/101 - Mosterdlepel, Mustard spoon",U0510104.tif,u0510101.jpg,
136619,11218,"Merken van Mosterdlepel","S2005/101 - Mosterdlepel, Mustard spoon",U0510101.tif,u0510101.jpg,X
136621,11218,"Merken van Mosterdlepel","S2005/101 - Mosterdlepel, Mustard spoon",U0510103.tif,u0510101.jpg,
136620,11218,"Merken van Mosterdlepel","S2005/101 - Mosterdlepel, Mustard spoon",U0510102.tif,u0510101.jpg,
136618,11217,"Merken van Mosterdlepel","S2005/100 - Mosterdlepel, Mustard spoon",U0510003.tif,u0510001.jpg,
136617,11217,"Merken van Mosterdlepel","S2005/100 - Mosterdlepel, Mustard spoon",U0510002.tif,u0510001.jpg,
136616,11217,"Merken van Mosterdlepel","S2005/100 - Mosterdlepel, Mustard spoon",U0510001.tif,u0510001.jpg,X
136615,11216,"Merken van Mosterdlepel","S2005/99 - Mosterdlepel, Mustard spoon",U0509902.tif,u0509902.jpg,X
136614,11216,"Merken van Mosterdlepel","S2005/99 - Mosterdlepel, Mustard spoon",U0509901.tif,u0509902.jpg,
136625,11222,"Merken van Paar mantelhaken","S2005/105 - Clasp, Mantelhaak",U0510501.tif,s0510501.jpg,
136384,11708,"Merken van Mantelhaak","S2005/105A - Clasp, Mantelhaak",U05105A3.tif,s0510501.jpg,
136386,11704,"Merk van Kuitgesp","S2005/106A - Buckle, Kuitgesp",U05106A2.tif,s0510601.jpg,
136385,11704,"Merk van Kuitgesp","S2005/106A - Buckle, Kuitgesp",U05106A1.tif,s0510601.jpg,
136612,11215,"Merk van Mosterdlepel of Zoutlepel","S2005/98 - Mosterdlepel of zoutlepel, Mustard spoon or salt spoon",U0509802.tif,u0509802.jpg,X
136611,11215,"Merken van Mosterdlepel of Zoutlepel","S2005/98 - Mosterdlepel of zoutlepel, Mustard spoon or salt spoon",U0509801.tif,u0509802.jpg,
136610,11214,"Merken van Mosterdlepel","S2005/97 - Mosterdlepel, Mustard spoon",U0509705.tif,u0509701.jpg,
136609,11214,"Merken van Mosterdlepel","S2005/97 - Mosterdlepel, Mustard spoon",U0509704.tif,u0509701.jpg,
136608,11214,"Merken van Mosterdlepel","S2005/97 - Mosterdlepel, Mustard spoon",U0509703.tif,u0509701.jpg,
136607,11214,"Merken van Mosterdlepel","S2005/97 - Mosterdlepel, Mustard spoon",U0509702.tif,u0509701.jpg,
136606,11214,"Merken van Mosterdlepel","S2005/97 - Mosterdlepel, Mustard spoon",U0509701.tif,u0509701.jpg,X
136605,11213,"Merken van Lepeltje","S2005/96 - Lepel, Spoon",U0509601.tif,s0509601.jpg,
136604,11212,"Merken van Mosterdlepel","S2005/95 - Mosterdlepel, Mustard spoon",U0509502.tif,s0509502.jpg,
136603,11212,"Merken van Mosterdlepel","S2005/95 - Mosterdlepel, Mustard spoon",U0509501.tif,s0509502.jpg,
136602,11210,"Merk van Mosterdlepel","S2005/93 - Mosterdlepel, Mustard spoon",U0509301.tif,s0509301.jpg,
136601,11209,"Merk van Mosterdlepel","S2005/92 - Mosterdlepel, Mustard spoon",U0509202.tif,s0509201.jpg,
136600,11209,"Merk van Mosterdlepel","S2005/92 - Mosterdlepel, Mustard spoon",U0509201.tif,s0509201.jpg,
136599,11194,"Merk van Mosterdlepel","S2005/91 - Mosterdlepel, Mustard spoon",U0509102.tif,s0509101.jpg,
136598,11194,"Merk van Mosterdlepel","S2005/91 - Mosterdlepel, Mustard spoon",U0509101.tif,s0509101.jpg,
136597,11193,"Merk van Mosterdlepel","S2005/90 - Mosterdlepel, Mustard spoon",U0509003.tif,u0509001.jpg,
136596,11193,"Merken van Mosterdlepel","S2005/90 - Mosterdlepel, Mustard spoon",U0509002.tif,u0509001.jpg,
136595,11193,"Merken van Mosterdlepel","S2005/90 - Mosterdlepel, Mustard spoon",U0509001.tif,u0509001.jpg,X
136593,11192,"Merken van Mosterdlepel","S2005/89 - Mosterdlepel, Mustard spoon",U0508902.tif,u0508903.jpg,
136592,11192,"Merken van Mosterdlepel","S2005/89 - Mosterdlepel, Mustard spoon",U0508901.tif,u0508903.jpg,
136594,11192,"Merken van Mosterdlepel","S2005/89 - Mosterdlepel, Mustard spoon",U0508903.tif,u0508903.jpg,X
136591,11169,"Merk van Kelklepel of mosterdlepel","S2005/88 - Chalice spoon or mustard spoon, Kelklepel of mosterdlepel",U0508802.tif,s0508801.jpg,
136590,11169,"Merk van Kelklepel of mosterdlepel","S2005/88 - Chalice spoon or mustard spoon, Kelklepel of mosterdlepel",U0508801.tif,s0508801.jpg,
136589,11105,"Merk van Mosterdlepel","S2005/87 - Mosterdlepel, Mustard spoon",U0508702.tif,s0508701.jpg,
136588,11105,"Merk van Mosterdlepel","S2005/87 - Mosterdlepel, Mustard spoon",U0508701.tif,s0508701.jpg,
136266,11105,Mosterdlepel,"S2005/87 - Mosterdlepel, Mustard spoon",T0508701.tif,s0508701.jpg,
136587,11104,"Merk van Mosterdlepel","S2005/86 - Mosterdlepel, Mustard spoon",U0508602.tif,s0508601.jpg,
136586,11104,"Merk van Mosterdlepel","S2005/86 - Mosterdlepel, Mustard spoon",U0508601.tif,s0508601.jpg,
136584,11030,"Merken van Zoutlepel","S2005/85 - Salt spoon, Zoutlepel",U0508503.tif,u0508504.jpg,
136583,11030,"Merk van Zoutlepel","S2005/85 - Salt spoon, Zoutlepel",U0508502.tif,u0508504.jpg,
136582,11030,"Merk van Zoutlepel","S2005/85 - Salt spoon, Zoutlepel",U0508501.tif,u0508504.jpg,
136585,11030,"Merk van Zoutlepel","S2005/85 - Salt spoon, Zoutlepel",U0508504.tif,u0508504.jpg,X
136581,11020,"Merk van Koffielepel","S2005/84 - Coffee spoon, Koffielepel",U0508402.tif,s0508401.jpg,
136580,11020,"Merk van Koffielepel","S2005/84 - Coffee spoon, Koffielepel",U0508401.tif,s0508401.jpg,
136373,11029,"Merken van Koffielepel","S2005/83H - Koffielepel",U05083H3.tif,s0508301.jpg,
136372,11029,"Merken van Koffielepel","S2005/83H - Koffielepel",U05083H2.tif,s0508301.jpg,
136371,11029,"Merken van Koffielepel","S2005/83H - Koffielepel",U05083H1.tif,s0508301.jpg,
136370,11028,"Merken van Koffielepel","S2005/83G - Koffielepel",U05083G2.tif,s0508301.jpg,
136369,11028,"Merken van Koffielepel","S2005/83G - Koffielepel",U05083G1.tif,s0508301.jpg,
136368,11017,"Merken van Koffielepel","S2005/80B - Koffielepel",U05080B2.tif,s0508001.jpg,
136367,11017,"Merken van Koffielepel","S2005/80B - Koffielepel",U05080B1.tif,s0508001.jpg,
136579,11014,"Merk van Koffielepel","S2005/79 - Coffee spoon, Koffielepel",U0507905.tif,u0507905.jpg,X
136575,11014,"Merk van Koffielepel","S2005/79 - Coffee spoon, Koffielepel",U0507901.tif,u0507905.jpg,
136578,11014,"Merk van Koffielepel","S2005/79 - Coffee spoon, Koffielepel",U0507904.tif,u0507905.jpg,
136576,11014,"Merk van Koffielepel","S2005/79 - Coffee spoon, Koffielepel",U0507902.tif,u0507905.jpg,
136577,11014,"Merk van Koffielepel","S2005/79 - Coffee spoon, Koffielepel",U0507903.tif,u0507905.jpg,
136487,10926,"Merk van Rammelaar","S2005/41 - Baby rattle, Rammelaar",U0504102.tif,s0504101.jpg,
136486,10926,"Merk van Rammelaar","S2005/41 - Baby rattle, Rammelaar",U0504101.tif,s0504101.jpg,
136259,10926,Rammelaar,"S2005/41 - Baby rattle, Rammelaar",T0504101.tif,s0504101.jpg,
136452,10909,"Merk van Mosterdpot","S2005/28 - Mosterdpot, Mustard pot",U0502803.tif,u0502801.jpg,
136451,10909,"Merk van Mosterdpot","S2005/28 - Mosterdpot, Mustard pot",U0502802.tif,u0502801.jpg,
136450,10909,"Merk van Mosterdpot","S2005/28 - Mosterdpot, Mustard pot",U0502801.tif,u0502801.jpg,X
136574,10999,"Merk van Botervorkje of Oestervorkje","S2005/77 - Botervorkje , Butter fork",U0507703.tif,s0507701.jpg,
136573,10999,"Merk van Botervorkje of Oestervorkje","S2005/77 - Botervorkje , Butter fork",U0507702.tif,s0507701.jpg,
136366,11013,"Merk van Vork","S2005/78B - Fork, Vork",U05078B3.tif,u05078b3.jpg,X
136364,11013,"Merk van Vork","S2005/78B - Fork, Vork",U05078B1.tif,u05078b3.jpg,
136365,11013,"Merk van Vork","S2005/78B - Fork, Vork",U05078B2.tif,u05078b3.jpg,
136567,10997,"Merk van Boterschep","S2005/75 - Botermes, Butter spreader",U0507503.tif,s0507501.jpg,
136566,10997,"Merk van Boterschep","S2005/75 - Botermes, Butter spreader",U0507502.tif,s0507501.jpg,
136565,10997,"Merk van Boterschep","S2005/75 - Botermes, Butter spreader",U0507501.tif,s0507501.jpg,
136571,10998,"Merk van Sauslepel","S2005/76 - Sauce ladle, Sauslepel",U0507604.tif,s0507601.jpg,
136570,10998,"Merk van Sauslepel","S2005/76 - Sauce ladle, Sauslepel",U0507603.tif,s0507601.jpg,
136569,10998,"Merk van Sauslepel","S2005/76 - Sauce ladle, Sauslepel",U0507602.tif,s0507601.jpg,
136568,10998,"Merk van Sauslepel","S2005/76 - Sauce ladle, Sauslepel",U0507601.tif,s0507601.jpg,
